data;hora;valor_analogico;tensao_medida[V];corrente_medida[A]
2025-10-24;08:42:40;64;0.052;-48.437
2025-10-24;08:42:40;60;0.048;-48.535
2025-10-24;08:42:41;63;0.051;-48.462
2025-10-24;08:42:42;71;0.057;-48.266
2025-10-24;08:42:43;62;0.050;-48.486
2025-10-24;08:42:44;71;0.057;-48.266
2025-10-24;08:42:45;72;0.058;-48.242
2025-10-24;08:42:46;59;0.048;-48.559
2025-10-24;08:42:47;60;0.048;-48.535
2025-10-24;08:42:48;73;0.059;-48.217
2025-10-24;08:42:49;76;0.061;-48.144
2025-10-24;08:42:49;64;0.052;-48.437
2025-10-24;08:42:50;75;0.060;-48.169
2025-10-24;08:42:51;70;0.056;-48.291
2025-10-24;08:42:52;61;0.049;-48.510
2025-10-24;08:42:53;62;0.050;-48.486
2025-10-24;08:42:54;72;0.058;-48.242
2025-10-24;08:42:55;71;0.057;-48.266
2025-10-24;08:42:56;62;0.050;-48.486
2025-10-24;08:42:57;62;0.050;-48.486
2025-10-24;08:42:58;63;0.051;-48.462
2025-10-24;08:42:58;62;0.050;-48.486
2025-10-24;08:42:59;72;0.058;-48.242
2025-10-24;08:43:00;63;0.051;-48.462
2025-10-24;08:43:01;64;0.052;-48.437
2025-10-24;08:43:02;72;0.058;-48.242
2025-10-24;08:43:03;76;0.061;-48.144
2025-10-24;08:43:04;63;0.051;-48.462
2025-10-24;08:43:05;60;0.048;-48.535
2025-10-24;08:43:06;62;0.050;-48.486
2025-10-24;08:43:07;58;0.047;-48.584
2025-10-24;08:43:08;70;0.056;-48.291
2025-10-24;08:43:08;61;0.049;-48.510
2025-10-24;08:43:09;60;0.048;-48.535
2025-10-24;08:43:10;62;0.050;-48.486
2025-10-24;08:43:11;70;0.056;-48.291
2025-10-24;08:43:12;70;0.056;-48.291
2025-10-24;08:43:13;61;0.049;-48.510
2025-10-24;08:43:14;60;0.048;-48.535
2025-10-24;08:43:15;74;0.060;-48.193
2025-10-24;08:43:16;73;0.059;-48.217
2025-10-24;08:43:17;74;0.060;-48.193
2025-10-24;08:43:17;69;0.056;-48.315
2025-10-24;08:43:18;59;0.048;-48.559
2025-10-24;08:43:19;70;0.056;-48.291
2025-10-24;08:43:21;64;0.052;-48.437
2025-10-24;08:43:21;61;0.049;-48.510
2025-10-24;08:43:22;62;0.050;-48.486
2025-10-24;08:43:23;63;0.051;-48.462
2025-10-24;08:43:24;47;0.038;-48.852
2025-10-24;08:43:25;60;0.048;-48.535
2025-10-24;08:43:26;75;0.060;-48.169
2025-10-24;08:43:26;59;0.048;-48.559
2025-10-24;08:43:27;63;0.051;-48.462
2025-10-24;08:43:28;62;0.050;-48.486
2025-10-24;08:43:29;63;0.051;-48.462
2025-10-24;08:43:30;57;0.046;-48.608
2025-10-24;08:43:31;70;0.056;-48.291
2025-10-24;08:43:32;58;0.047;-48.584
2025-10-24;08:43:33;61;0.049;-48.510
2025-10-24;08:43:34;60;0.048;-48.535
2025-10-24;08:43:35;62;0.050;-48.486
2025-10-24;08:43:35;78;0.063;-48.095
2025-10-24;08:43:36;77;0.062;-48.120
2025-10-24;08:43:37;75;0.060;-48.169
2025-10-24;08:43:38;74;0.060;-48.193
2025-10-24;08:43:39;72;0.058;-48.242
2025-10-24;08:43:40;63;0.051;-48.462
2025-10-24;08:43:41;71;0.057;-48.266
2025-10-24;08:43:42;62;0.050;-48.486
2025-10-24;08:43:43;71;0.057;-48.266
2025-10-24;08:43:44;61;0.049;-48.510
2025-10-24;08:43:44;74;0.060;-48.193
2025-10-24;08:43:45;71;0.057;-48.266
2025-10-24;08:43:46;64;0.052;-48.437
2025-10-24;08:43:47;63;0.051;-48.462
2025-10-24;08:43:48;62;0.050;-48.486
2025-10-24;08:43:49;63;0.051;-48.462
2025-10-24;08:43:50;61;0.049;-48.510
2025-10-24;08:43:51;61;0.049;-48.510
2025-10-24;08:43:52;60;0.048;-48.535
2025-10-24;08:43:53;63;0.051;-48.462
2025-10-24;08:43:53;71;0.057;-48.266
2025-10-24;08:43:54;62;0.050;-48.486
2025-10-24;08:43:55;72;0.058;-48.242
2025-10-24;08:43:56;57;0.046;-48.608
2025-10-24;08:43:57;71;0.057;-48.266
2025-10-24;08:43:58;72;0.058;-48.242
2025-10-24;08:43:59;58;0.047;-48.584
2025-10-24;08:44:00;62;0.050;-48.486
2025-10-24;08:44:01;61;0.049;-48.510
2025-10-24;08:44:02;62;0.050;-48.486
2025-10-24;08:44:03;62;0.050;-48.486
2025-10-24;08:44:03;62;0.050;-48.486
2025-10-24;08:44:04;73;0.059;-48.217
2025-10-24;08:44:05;72;0.058;-48.242
2025-10-24;08:44:06;63;0.051;-48.462
2025-10-24;08:44:07;57;0.046;-48.608
2025-10-24;08:44:08;71;0.057;-48.266
2025-10-24;08:44:09;63;0.051;-48.462
2025-10-24;08:44:10;71;0.057;-48.266
2025-10-24;08:44:11;76;0.061;-48.144
2025-10-24;08:44:12;62;0.050;-48.486
2025-10-24;08:44:12;61;0.049;-48.510
2025-10-24;08:44:13;80;0.065;-48.046
2025-10-24;08:44:14;59;0.048;-48.559
2025-10-24;08:44:15;59;0.048;-48.559
2025-10-24;08:44:16;72;0.058;-48.242
2025-10-24;08:46:04;71;0.057;-71.424
2025-10-24;08:46:05;76;0.061;-71.172
2025-10-24;08:46:06;73;0.059;-71.323
2025-10-24;08:46:06;74;0.060;-71.273
2025-10-24;08:46:07;80;0.065;-70.971
2025-10-24;08:46:08;72;0.058;-71.374
2025-10-24;08:46:09;57;0.046;-72.129
2025-10-24;08:46:10;76;0.061;-71.172
2025-10-24;08:46:11;57;0.046;-72.129
2025-10-24;08:46:12;56;0.045;-72.180
2025-10-24;08:46:13;71;0.057;-71.424
2025-10-24;08:46:14;63;0.051;-71.827
2025-10-24;08:46:15;77;0.062;-71.122
2025-10-24;08:46:15;74;0.060;-71.273
2025-10-24;08:46:16;62;0.050;-71.877
2025-10-24;08:46:17;74;0.060;-71.273
2025-10-24;08:46:18;59;0.048;-72.028
2025-10-24;08:46:19;89;0.072;-70.517
2025-10-24;08:46:20;63;0.051;-71.827
2025-10-24;08:46:21;79;0.064;-71.021
2025-10-24;08:46:22;75;0.060;-71.222
2025-10-24;08:46:23;60;0.048;-71.978
2025-10-24;08:46:24;72;0.058;-71.374
2025-10-24;08:46:24;75;0.060;-71.222
2025-10-24;08:46:25;72;0.058;-71.374
2025-10-24;08:46:26;70;0.056;-71.474
2025-10-24;08:46:27;62;0.050;-71.877
2025-10-24;08:46:28;74;0.060;-71.273
2025-10-24;08:46:29;72;0.058;-71.374
2025-10-24;08:46:30;61;0.049;-71.928
2025-10-24;08:46:31;73;0.059;-71.323
2025-10-24;08:46:32;76;0.061;-71.172
2025-10-24;08:46:33;76;0.061;-71.172
2025-10-24;08:46:34;77;0.062;-71.122
2025-10-24;08:46:34;61;0.049;-71.928
2025-10-24;08:46:35;61;0.049;-71.928
2025-10-24;08:46:36;78;0.063;-71.071
2025-10-24;08:46:37;76;0.061;-71.172
2025-10-24;08:46:38;78;0.063;-71.071
2025-10-24;08:46:39;73;0.059;-71.323
2025-10-24;08:46:40;72;0.058;-71.374
2025-10-24;08:46:41;75;0.060;-71.222
2025-10-24;08:46:42;88;0.071;-70.568
2025-10-24;08:46:43;72;0.058;-71.374
2025-10-24;08:46:43;61;0.049;-71.928
2025-10-24;08:46:44;92;0.074;-70.366
2025-10-24;08:46:45;63;0.051;-71.827
2025-10-24;08:46:46;72;0.058;-71.374
2025-10-24;08:46:48;79;0.064;-71.021
2025-10-24;08:46:48;74;0.060;-71.273
2025-10-24;08:46:49;62;0.050;-71.877
2025-10-24;08:46:50;75;0.060;-71.222
2025-10-24;08:46:51;62;0.050;-71.877
2025-10-24;08:46:52;77;0.062;-71.122
2025-10-24;08:46:52;62;0.050;-71.877
2025-10-24;08:46:53;87;0.070;-70.618
2025-10-24;08:46:54;72;0.058;-71.374
2025-10-24;08:46:55;61;0.049;-71.928
2025-10-24;08:46:56;74;0.060;-71.273
2025-10-24;08:46:57;74;0.060;-71.273
2025-10-24;08:46:58;63;0.051;-71.827
2025-10-24;08:46:59;63;0.051;-71.827
2025-10-24;08:47:00;62;0.050;-71.877
2025-10-24;08:47:01;71;0.057;-71.424
2025-10-24;08:47:01;73;0.059;-71.323
2025-10-24;08:47:02;78;0.063;-71.071
2025-10-24;08:47:03;80;0.065;-70.971
2025-10-24;08:47:04;92;0.074;-70.366
2025-10-24;08:47:05;90;0.072;-70.467
2025-10-24;08:47:06;61;0.049;-71.928
2025-10-24;08:47:07;60;0.048;-71.978
2025-10-24;08:47:08;73;0.059;-71.323
2025-10-24;08:47:09;79;0.064;-71.021
2025-10-24;08:47:10;72;0.058;-71.374
2025-10-24;08:47:10;75;0.060;-71.222
2025-10-24;08:47:11;60;0.048;-71.978
2025-10-24;08:47:12;71;0.057;-71.424
2025-10-24;08:47:13;75;0.060;-71.222
2025-10-24;08:47:14;73;0.059;-71.323
2025-10-24;08:47:15;74;0.060;-71.273
2025-10-24;08:47:16;62;0.050;-71.877
2025-10-24;08:47:17;62;0.050;-71.877
2025-10-24;08:47:18;71;0.057;-71.424
2025-10-24;08:47:19;74;0.060;-71.273
2025-10-24;08:47:19;76;0.061;-71.172
2025-10-24;08:47:21;88;0.071;-70.568
2025-10-24;08:47:21;57;0.046;-72.129
2025-10-24;08:47:22;75;0.060;-71.222
2025-10-24;08:47:23;75;0.060;-71.222
2025-10-24;08:47:24;74;0.060;-71.273
2025-10-24;08:47:25;62;0.050;-71.877
2025-10-24;08:47:26;62;0.050;-71.877
2025-10-24;08:47:27;73;0.059;-71.323
2025-10-24;08:47:28;61;0.049;-71.928
2025-10-24;08:47:28;74;0.060;-71.273
2025-10-24;08:47:29;76;0.061;-71.172
2025-10-24;08:47:30;73;0.059;-71.323
2025-10-24;08:47:31;60;0.048;-71.978
2025-10-24;08:47:32;61;0.049;-71.928
2025-10-24;08:47:33;71;0.057;-71.424
2025-10-24;08:47:34;61;0.049;-71.928
2025-10-24;08:47:35;74;0.060;-71.273
2025-10-24;08:47:36;72;0.058;-71.374
2025-10-24;08:47:37;73;0.059;-71.323
2025-10-24;08:47:38;71;0.057;-71.424
2025-10-24;08:47:38;61;0.049;-71.928
2025-10-24;08:47:39;75;0.060;-71.222
2025-10-24;08:47:40;78;0.063;-71.071
2025-10-24;08:47:41;72;0.058;-71.374
2025-10-24;08:47:42;88;0.071;-70.568
2025-10-24;08:47:43;61;0.049;-71.928
2025-10-24;08:47:44;62;0.050;-71.877
2025-10-24;08:47:45;60;0.048;-71.978
2025-10-24;08:47:46;60;0.048;-71.978
2025-10-24;08:47:47;72;0.058;-71.374
2025-10-24;08:47:47;74;0.060;-71.273
2025-10-24;08:47:48;74;0.060;-71.273
2025-10-24;08:47:49;87;0.070;-70.618
2025-10-24;08:47:50;57;0.046;-72.129
2025-10-24;08:47:51;73;0.059;-71.323
2025-10-24;08:47:52;73;0.059;-71.323
2025-10-24;08:47:53;76;0.061;-71.172
2025-10-24;08:47:54;61;0.049;-71.928
2025-10-24;08:47:55;72;0.058;-71.374
2025-10-24;08:47:56;73;0.059;-71.323
2025-10-24;08:47:56;61;0.049;-71.928
2025-10-24;08:47:57;71;0.057;-71.424
2025-10-24;08:47:58;56;0.045;-72.180
2025-10-24;08:47:59;72;0.058;-71.374
2025-10-24;08:48:00;88;0.071;-70.568
2025-10-24;08:48:01;62;0.050;-71.877
2025-10-24;08:48:02;61;0.049;-71.928
2025-10-24;08:48:03;87;0.070;-70.618
2025-10-24;08:48:04;60;0.048;-71.978
2025-10-24;08:48:05;74;0.060;-71.273
2025-10-24;08:48:05;74;0.060;-71.273
2025-10-24;08:48:06;74;0.060;-71.273
2025-10-24;08:48:07;58;0.047;-72.079
2025-10-24;08:48:08;77;0.062;-71.122
2025-10-24;08:48:09;91;0.073;-70.417
2025-10-24;08:48:10;75;0.060;-71.222
2025-10-24;08:48:11;74;0.060;-71.273
2025-10-24;08:48:12;59;0.048;-72.028
2025-10-24;08:48:13;74;0.060;-71.273
2025-10-24;08:48:14;74;0.060;-71.273
2025-10-24;08:48:14;74;0.060;-71.273
2025-10-24;08:48:15;73;0.059;-71.323
2025-10-24;08:48:16;63;0.051;-71.827
2025-10-24;08:48:17;61;0.049;-71.928
2025-10-24;08:48:18;72;0.058;-71.374
2025-10-24;08:48:19;72;0.058;-71.374
2025-10-24;08:48:20;73;0.059;-71.323
2025-10-24;08:48:21;74;0.060;-71.273
2025-10-24;08:48:22;74;0.060;-71.273
2025-10-24;08:48:23;63;0.051;-71.827
2025-10-24;08:48:23;73;0.059;-71.323
2025-10-24;08:48:24;72;0.058;-71.374
2025-10-24;08:48:25;57;0.046;-72.129
2025-10-24;08:48:26;78;0.063;-71.071
2025-10-24;08:48:27;74;0.060;-71.273
2025-10-24;08:48:28;75;0.060;-71.222
2025-10-24;08:48:29;62;0.050;-71.877
2025-10-24;08:48:30;76;0.061;-71.172
2025-10-24;08:48:31;62;0.050;-71.877
2025-10-24;08:48:32;59;0.048;-72.028
2025-10-24;08:48:33;59;0.048;-72.028
2025-10-24;08:48:33;78;0.063;-71.071
2025-10-24;08:48:34;72;0.058;-71.374
2025-10-24;08:48:35;73;0.059;-71.323
2025-10-24;08:48:36;72;0.058;-71.374
2025-10-24;08:48:37;78;0.063;-71.071
2025-10-24;08:48:38;61;0.049;-71.928
2025-10-24;08:48:39;59;0.048;-72.028
2025-10-24;08:48:40;70;0.056;-71.474
2025-10-24;08:48:41;75;0.060;-71.222
2025-10-24;08:48:42;73;0.059;-71.323
2025-10-24;08:48:42;61;0.049;-71.928
2025-10-24;08:48:43;73;0.059;-71.323
2025-10-24;08:48:44;63;0.051;-71.827
2025-10-24;08:48:45;75;0.060;-71.222
2025-10-24;08:48:46;61;0.049;-71.928
2025-10-24;08:48:47;74;0.060;-71.273
2025-10-24;08:48:48;72;0.058;-71.374
2025-10-24;08:48:49;75;0.060;-71.222
2025-10-24;08:48:50;89;0.072;-70.517
2025-10-24;08:48:51;73;0.059;-71.323
2025-10-24;08:48:51;64;0.052;-71.777
2025-10-24;08:48:52;73;0.059;-71.323
2025-10-24;08:48:53;75;0.060;-71.222
2025-10-24;08:48:54;93;0.075;-70.316
2025-10-24;08:48:55;61;0.049;-71.928
2025-10-24;08:48:56;89;0.072;-70.517
2025-10-24;08:48:57;74;0.060;-71.273
2025-10-24;08:48:58;61;0.049;-71.928
2025-10-24;08:48:59;73;0.059;-71.323
2025-10-24;08:49:00;59;0.048;-72.028
2025-10-24;08:49:00;74;0.060;-71.273
2025-10-24;08:49:01;69;0.056;-71.525
2025-10-24;08:49:02;64;0.052;-71.777
2025-10-24;08:49:03;57;0.046;-72.129
2025-10-24;08:49:04;59;0.048;-72.028
2025-10-24;08:49:05;75;0.060;-71.222
2025-10-24;08:49:06;71;0.057;-71.424
2025-10-24;08:49:07;72;0.058;-71.374
2025-10-24;08:49:08;70;0.056;-71.474
2025-10-24;08:49:09;73;0.059;-71.323
2025-10-24;08:49:09;60;0.048;-71.978
2025-10-24;08:49:10;71;0.057;-71.424
2025-10-24;08:49:11;72;0.058;-71.374
2025-10-24;08:49:12;74;0.060;-71.273
2025-10-24;08:49:13;73;0.059;-71.323
2025-10-24;08:49:14;74;0.060;-71.273
2025-10-24;08:49:15;61;0.049;-71.928
2025-10-24;08:49:18;72;0.058;-71.374
2025-10-24;08:49:18;63;0.051;-71.827
2025-10-24;08:49:18;76;0.061;-71.172
2025-10-24;08:49:18;74;0.060;-71.273
2025-10-24;08:49:19;90;0.072;-70.467
2025-10-24;08:49:21;60;0.048;-71.978
2025-10-24;08:49:21;60;0.048;-71.978
2025-10-24;08:49:22;61;0.049;-71.928
2025-10-24;08:49:23;90;0.072;-70.467
2025-10-24;08:49:24;73;0.059;-71.323
2025-10-24;08:49:25;63;0.051;-71.827
2025-10-24;08:49:26;72;0.058;-71.374
2025-10-24;08:49:27;74;0.060;-71.273
2025-10-24;08:49:28;73;0.059;-71.323
2025-10-24;08:49:28;78;0.063;-71.071
2025-10-24;08:49:29;59;0.048;-72.028
2025-10-24;08:49:30;56;0.045;-72.180
2025-10-24;08:49:31;73;0.059;-71.323
2025-10-24;08:49:32;74;0.060;-71.273
2025-10-24;08:49:33;64;0.052;-71.777
2025-10-24;08:49:34;75;0.060;-71.222
2025-10-24;08:49:35;60;0.048;-71.978
2025-10-24;08:49:36;74;0.060;-71.273
2025-10-24;08:49:37;73;0.059;-71.323
2025-10-24;08:49:37;75;0.060;-71.222
2025-10-24;08:49:38;75;0.060;-71.222
2025-10-24;08:49:39;73;0.059;-71.323
2025-10-24;08:49:40;63;0.051;-71.827
2025-10-24;08:49:41;75;0.060;-71.222
2025-10-24;08:49:42;72;0.058;-71.374
2025-10-24;08:49:43;72;0.058;-71.374
2025-10-24;08:49:44;64;0.052;-71.777
2025-10-24;08:49:45;73;0.059;-71.323
2025-10-24;08:49:46;73;0.059;-71.323
2025-10-24;08:49:46;62;0.050;-71.877
2025-10-24;08:49:47;85;0.069;-70.719
2025-10-24;08:49:48;77;0.062;-71.122
2025-10-24;08:49:49;72;0.058;-71.374
2025-10-24;08:49:50;63;0.051;-71.827
2025-10-24;08:49:51;63;0.051;-71.827
2025-10-24;08:49:52;79;0.064;-71.021
2025-10-24;08:49:53;71;0.057;-71.424
2025-10-24;08:49:54;72;0.058;-71.374
2025-10-24;08:49:55;60;0.048;-71.978
2025-10-24;08:49:55;75;0.060;-71.222
2025-10-24;08:49:56;71;0.057;-71.424
2025-10-24;08:49:57;71;0.057;-71.424
2025-10-24;08:49:58;72;0.058;-71.374
2025-10-24;08:49:59;62;0.050;-71.877
2025-10-24;08:50:00;57;0.046;-72.129
2025-10-24;08:50:01;72;0.058;-71.374
2025-10-24;08:50:02;75;0.060;-71.222
2025-10-24;08:50:03;74;0.060;-71.273
2025-10-24;08:50:04;74;0.060;-71.273
2025-10-24;08:50:04;74;0.060;-71.273
2025-10-24;08:50:05;73;0.059;-71.323
2025-10-24;08:50:07;77;0.062;-71.122
2025-10-24;08:50:07;73;0.059;-71.323
2025-10-24;08:50:08;60;0.048;-71.978
2025-10-24;08:50:09;74;0.060;-71.273
2025-10-24;08:50:10;73;0.059;-71.323
2025-10-24;08:50:11;76;0.061;-71.172
2025-10-24;08:50:12;80;0.065;-70.971
2025-10-24;08:50:13;63;0.051;-71.827
2025-10-24;08:50:13;76;0.061;-71.172
2025-10-24;08:50:14;73;0.059;-71.323
2025-10-24;08:50:15;77;0.062;-71.122
2025-10-24;08:50:16;72;0.058;-71.374
2025-10-24;08:50:17;59;0.048;-72.028
2025-10-24;08:50:18;73;0.059;-71.323
2025-10-24;08:50:19;74;0.060;-71.273
2025-10-24;08:50:20;64;0.052;-71.777
2025-10-24;08:50:21;63;0.051;-71.827
2025-10-24;08:50:22;73;0.059;-71.323
2025-10-24;08:50:23;72;0.058;-71.374
2025-10-24;08:50:23;58;0.047;-72.079
2025-10-24;08:50:24;73;0.059;-71.323
2025-10-24;08:50:25;61;0.049;-71.928
2025-10-24;08:50:26;61;0.049;-71.928
2025-10-24;08:50:27;74;0.060;-71.273
2025-10-24;08:50:28;76;0.061;-71.172
2025-10-24;08:50:29;63;0.051;-71.827
2025-10-24;08:50:30;74;0.060;-71.273
2025-10-24;08:50:31;57;0.046;-72.129
2025-10-24;08:50:32;62;0.050;-71.877
2025-10-24;08:50:32;74;0.060;-71.273
2025-10-24;08:50:33;73;0.059;-71.323
2025-10-24;08:50:34;74;0.060;-71.273
2025-10-24;08:50:35;69;0.056;-71.525
2025-10-24;08:50:36;74;0.060;-71.273
2025-10-24;08:50:37;77;0.062;-71.122
2025-10-24;08:50:38;62;0.050;-71.877
2025-10-24;08:50:39;63;0.051;-71.827
2025-10-24;08:50:40;74;0.060;-71.273
2025-10-24;08:50:41;64;0.052;-71.777
2025-10-24;08:50:41;74;0.060;-71.273
2025-10-24;08:50:42;60;0.048;-71.978
2025-10-24;08:50:43;75;0.060;-71.222
2025-10-24;08:50:44;64;0.052;-71.777
2025-10-24;08:50:45;88;0.071;-70.568
2025-10-24;08:50:46;78;0.063;-71.071
2025-10-24;08:50:47;78;0.063;-71.071
2025-10-24;08:50:48;72;0.058;-71.374
2025-10-24;08:50:49;71;0.057;-71.424
2025-10-24;08:50:50;74;0.060;-71.273
2025-10-24;08:50:50;60;0.048;-71.978
2025-10-24;08:50:51;75;0.060;-71.222
2025-10-24;08:50:52;58;0.047;-72.079
2025-10-24;08:50:53;72;0.058;-71.374
2025-10-24;08:50:54;73;0.059;-71.323
2025-10-24;08:50:55;79;0.064;-71.021
2025-10-24;08:50:56;61;0.049;-71.928
2025-10-24;08:50:57;64;0.052;-71.777
2025-10-24;08:50:58;73;0.059;-71.323
2025-10-24;08:50:59;63;0.051;-71.827
2025-10-24;08:50:59;87;0.070;-70.618
2025-10-24;08:51:00;71;0.057;-71.424
2025-10-24;08:51:01;75;0.060;-71.222
2025-10-24;08:51:02;72;0.058;-71.374
2025-10-24;08:51:03;90;0.072;-70.467
2025-10-24;08:51:04;73;0.059;-71.323
2025-10-24;08:51:05;71;0.057;-71.424
2025-10-24;08:51:06;74;0.060;-71.273
2025-10-24;08:51:07;59;0.048;-72.028
2025-10-24;08:51:08;78;0.063;-71.071
2025-10-24;08:51:08;63;0.051;-71.827
2025-10-24;08:51:09;74;0.060;-71.273
2025-10-24;08:51:10;72;0.058;-71.374
2025-10-24;08:51:11;63;0.051;-71.827
2025-10-24;08:51:12;90;0.072;-70.467
2025-10-24;08:51:13;72;0.058;-71.374
2025-10-24;08:51:14;88;0.071;-70.568
2025-10-24;08:51:15;63;0.051;-71.827
2025-10-24;08:51:16;63;0.051;-71.827
2025-10-24;08:51:17;78;0.063;-71.071
2025-10-24;08:51:17;72;0.058;-71.374
2025-10-24;08:51:18;74;0.060;-71.273
2025-10-24;08:51:19;74;0.060;-71.273
2025-10-24;08:51:21;87;0.070;-70.618
2025-10-24;08:51:21;78;0.063;-71.071
2025-10-24;08:51:22;57;0.046;-72.129
2025-10-24;08:51:23;64;0.052;-71.777
2025-10-24;08:51:24;74;0.060;-71.273
2025-10-24;08:51:25;74;0.060;-71.273
2025-10-24;08:51:26;63;0.051;-71.827
2025-10-24;08:51:27;62;0.050;-71.877
2025-10-24;08:51:27;74;0.060;-71.273
2025-10-24;08:51:28;73;0.059;-71.323
2025-10-24;08:51:29;73;0.059;-71.323
2025-10-24;08:51:30;72;0.058;-71.374
2025-10-24;08:51:31;75;0.060;-71.222
2025-10-24;08:51:32;57;0.046;-72.129
2025-10-24;08:51:33;71;0.057;-71.424
2025-10-24;08:51:34;61;0.049;-71.928
2025-10-24;08:51:35;73;0.059;-71.323
2025-10-24;08:51:36;60;0.048;-71.978
2025-10-24;08:51:36;71;0.057;-71.424
2025-10-24;08:51:37;75;0.060;-71.222
2025-10-24;08:51:38;74;0.060;-71.273
2025-10-24;08:51:39;60;0.048;-71.978
2025-10-24;08:51:40;70;0.056;-71.474
2025-10-24;08:51:41;70;0.056;-71.474
2025-10-24;08:51:42;73;0.059;-71.323
2025-10-24;08:51:43;77;0.062;-71.122
2025-10-24;08:51:44;60;0.048;-71.978
2025-10-24;08:51:45;70;0.056;-71.474
2025-10-24;08:51:45;61;0.049;-71.928
2025-10-24;08:51:46;87;0.070;-70.618
2025-10-24;08:51:47;71;0.057;-71.424
2025-10-24;08:51:48;74;0.060;-71.273
2025-10-24;08:51:49;62;0.050;-71.877
2025-10-24;08:51:50;73;0.059;-71.323
2025-10-24;08:51:51;76;0.061;-71.172
2025-10-24;08:51:52;74;0.060;-71.273
2025-10-24;08:51:53;75;0.060;-71.222
2025-10-24;08:51:54;76;0.061;-71.172
2025-10-24;08:51:54;90;0.072;-70.467
2025-10-24;08:51:55;78;0.063;-71.071
2025-10-24;08:51:56;74;0.060;-71.273
2025-10-24;08:51:57;56;0.045;-72.180
2025-10-24;08:51:58;71;0.057;-71.424
2025-10-24;08:51:59;61;0.049;-71.928
2025-10-24;08:52:00;74;0.060;-71.273
2025-10-24;08:52:01;89;0.072;-70.517
2025-10-24;08:52:02;75;0.060;-71.222
2025-10-24;08:52:03;89;0.072;-70.517
2025-10-24;08:52:03;72;0.058;-71.374
2025-10-24;08:52:04;76;0.061;-71.172
2025-10-24;08:52:05;73;0.059;-71.323
2025-10-24;08:52:06;71;0.057;-71.424
2025-10-24;08:52:07;62;0.050;-71.877
2025-10-24;08:52:08;74;0.060;-71.273
2025-10-24;08:52:09;71;0.057;-71.424
2025-10-24;08:52:10;74;0.060;-71.273
2025-10-24;08:52:11;60;0.048;-71.978
2025-10-24;08:52:12;64;0.052;-71.777
2025-10-24;08:52:12;76;0.061;-71.172
2025-10-24;08:52:13;88;0.071;-70.568
2025-10-24;08:52:14;73;0.059;-71.323
2025-10-24;08:52:15;74;0.060;-71.273
2025-10-24;08:52:16;61;0.049;-71.928
2025-10-24;08:52:17;74;0.060;-71.273
2025-10-24;08:52:18;74;0.060;-71.273
2025-10-24;08:52:19;89;0.072;-70.517
2025-10-24;08:52:20;62;0.050;-71.877
2025-10-24;08:52:21;63;0.051;-71.827
2025-10-24;08:52:22;72;0.058;-71.374
2025-10-24;08:52:22;61;0.049;-71.928
2025-10-24;08:52:23;72;0.058;-71.374
2025-10-24;08:52:24;73;0.059;-71.323
2025-10-24;08:52:25;73;0.059;-71.323
2025-10-24;08:52:26;72;0.058;-71.374
2025-10-24;08:52:27;59;0.048;-72.028
2025-10-24;08:52:28;58;0.047;-72.079
2025-10-24;08:52:29;62;0.050;-71.877
2025-10-24;08:52:30;61;0.049;-71.928
2025-10-24;08:52:31;73;0.059;-71.323
2025-10-24;08:52:31;89;0.072;-70.517
2025-10-24;08:52:32;60;0.048;-71.978
2025-10-24;08:52:33;76;0.061;-71.172
2025-10-24;08:52:34;72;0.058;-71.374
2025-10-24;08:52:35;72;0.058;-71.374
2025-10-24;08:52:36;61;0.049;-71.928
2025-10-24;08:52:37;72;0.058;-71.374
2025-10-24;08:52:38;61;0.049;-71.928
2025-10-24;08:52:39;78;0.063;-71.071
2025-10-24;08:52:40;63;0.051;-71.827
2025-10-24;08:52:40;73;0.059;-71.323
2025-10-24;08:52:41;75;0.060;-71.222
2025-10-24;08:52:42;74;0.060;-71.273
2025-10-24;08:52:43;74;0.060;-71.273
2025-10-24;08:52:44;76;0.061;-71.172
2025-10-24;08:52:45;62;0.050;-71.877
2025-10-24;08:52:46;73;0.059;-71.323
2025-10-24;08:52:47;72;0.058;-71.374
2025-10-24;08:52:48;73;0.059;-71.323
2025-10-24;08:52:49;71;0.057;-71.424
2025-10-24;08:52:49;75;0.060;-71.222
2025-10-24;08:52:50;71;0.057;-71.424
2025-10-24;08:52:51;64;0.052;-71.777
2025-10-24;08:52:52;71;0.057;-71.424
2025-10-24;08:52:53;60;0.048;-71.978
2025-10-24;08:52:54;62;0.050;-71.877
2025-10-24;08:52:55;61;0.049;-71.928
2025-10-24;08:52:56;74;0.060;-71.273
2025-10-24;08:52:57;61;0.049;-71.928
2025-10-24;08:52:58;73;0.059;-71.323
2025-10-24;08:52:58;75;0.060;-71.222
2025-10-24;08:52:59;73;0.059;-71.323
2025-10-24;08:53:00;72;0.058;-71.374
2025-10-24;08:53:01;74;0.060;-71.273
2025-10-24;08:53:02;62;0.050;-71.877
2025-10-24;08:53:03;63;0.051;-71.827
2025-10-24;08:53:04;64;0.052;-71.777
2025-10-24;08:53:05;72;0.058;-71.374
2025-10-24;08:53:06;75;0.060;-71.222
2025-10-24;08:53:07;62;0.050;-71.877
2025-10-24;08:53:07;76;0.061;-71.172
2025-10-24;08:53:08;86;0.069;-70.668
2025-10-24;08:53:09;75;0.060;-71.222
2025-10-24;08:53:10;72;0.058;-71.374
